"NAME","MEETINGNAME__C","MEETINGNO__C","TT_TIMESTAMPBYL__C","TT_NAMEFORTICKET__C","TT_STARTDATE__C","TT_ENDDATE__C","TT_CANCEL__C","TT_ITEMNAME__C","TT_INTERNALORDERTAXABLE__C","TT_INTERNALORDERNONTAXABLE__C","TT_ACCOUNTCODETAXABLE__C","TT_ACCOUNTCODENONTAXABLE__C","TT_ZETIACODE__C","TT_NUMBEROFINVITEDMEMBEREMPEXCEPT__C","TT_NUMBEROFINVITEDMEMBEREMP__C","TT_SRM_ORDERCLASSIFICATION__C","TT_PLANPERSONBU_NAMEEN__C","TT_PLANPERSONAREANAME__C","TT_PLANPERSONFS_NAME__C","TT_PLANPERSONNAMEKANJI__C","TT_PLANPERSONNAME__C","TT_PLANPERSONEMAIL__C","TT_PLANPERSONMOBILEMAIL__C","TT_PLANPERSONMOBILE__C","TT_PLANPERSONPHONE__C","TT_COSTCENTER__C","TT_ARRANGEPERSONBU_NAMEEN__C","TT_ARRANGEPERSONAREANAME__C","TT_ARRANGEPERSONFS_NAME__C","TT_ARRANGEPERSONNAMEKANJI__C","TT_ARRANGEPERSONNAME__C","TT_ARRANGEPERSONPHONE__C","TT_ARRANGEPERSONEMAIL__C","TT_ARRANGEPERSONMOBILE__C","TT_ARRANGEPERSONMOBILEMAIL__C","TT_BUDGETTAXABLETOTAL__C","TT_BUDGETNONTAXABLETOTAL__C","TT_BUDGETTAXABLEPARTY__C","TT_BUDGETTAXABLEDISCUSSION__C","TT_MEETINGPLACENAME__C","TT_STATUSREQUEST__C","TT_LASTMODIFIEDDATE__C","INVALID__C"
"20140323秋田大学アイリーア","20140323秋田大学アイリーア","MTG14-00000046","20140327095248","","20140313","20140313","0","アイリーア","","GDYA00200550","6831200","6844000","","32.0","0.0","0","OPH","東日本","東日本","中川 彰二","Nakagawa Shoji","shoji.nakagawa@bayer.com","byl.0801.6655@docomo.ne.jp","+81-80-2502-0636","","YA006S4000","OPH","東日本","東日本","中川 彰二","Nakagawa Shoji","","shoji.nakagawa@bayer.com","+81-80-2502-0636","byl.0801.6655@docomo.ne.jp","0.0","96000.0","0.0","0.0","","0.0","2014-03-27T09:52:48.000Z","false"
"長岡中央薬剤部アイリーア説明会","","MTG14-00000043","20140331010709","","20140319","20140319","0","アイリーア","","GDYA00200550","6831200","6844000","","27.0","0.0","0","OPH","東日本","東日本","舛谷 哲郎","Masuya Tetsuro","tetsuro.masuya@bayer.com","byl.0797.2803@docomo.ne.jp","+81-90-1891-7136","","YA006S4000","OPH","東日本","東日本","舛谷 哲郎","Masuya Tetsuro","","tetsuro.masuya@bayer.com","+81-90-1891-7136","byl.0797.2803@docomo.ne.jp","0.0","81000.0","0.0","0.0","","0.0","2014-03-31T01:07:09.000Z","false"
"北九州市立医療C　泌尿器科　NEX","","MTG14-00000044","20140402005214","","20140328","20140328","0","ネクサバール","","GDYA00201200","6831200","6844000","","7.0","0.0","0","ONH","西日本","九州第１","矢田貝 憲和","Yatagai Norikazu","norikazu.yatagai@bayer.com","byl.0851.6917@docomo.ne.jp","+81-80-8334-9963","","YA00680000","ONH","西日本","九州第１","矢田貝 憲和","Yatagai Norikazu","","norikazu.yatagai@bayer.com","+81-80-8334-9963","byl.0851.6917@docomo.ne.jp","0.0","19000.0","0.0","0.0","","0.0","2014-04-02T00:52:14.000Z","false"
"福島県産婦人科医会　県中地区勉強会","福島県産婦人科医会　県中地区勉強会","MTG14-00000045","20140626015244","県中地区 6/26","20140626","20140626","0","ミレーナ","G3YA00201700","GDYA00201700","6831200","6844000","","25.0","5.0","0","WHD","北日本","北日本","鈴木 芳男","Suzuki Yoshio","yoshio.suzuki@bayer.com.fullsand","byl.0630.2006@docomo.ne.jp","81(90)5095-7369","090-7524-2188","YA006W4500","WHD","北日本","北日本","鈴木 芳男","Suzuki Yoshio","090-7524-2188","yoshio.suzuki@bayer.com.fullsand","81(90)5095-7369","byl.0630.2006@docomo.ne.jp","305000.0","250000.0","105000.0","200000.0","郡山ビューホテル","1.0","2014-06-26T01:52:44.000Z","false"
"WDMK_小野_YAZ_ローソンクオール薬局藤が丘1丁目店","","MTG14-00000047","20140325133050","","20140314","20140314","0","ヤーズ","","GDYA00201600","6831200","6844000","","4.0","0.0","0","WHD","南関東","南関東","小野 絵里子","Ono Eriko","eriko.ono@bayer.com","byl.0630.6362@docomo.ne.jp","81(90)2702-0735","","YA006W4500","WHD","南関東","南関東","小野 絵里子","Ono Eriko","","eriko.ono@bayer.com","81(90)2702-0735","byl.0630.6362@docomo.ne.jp","0.0","12000.0","0.0","0.0","","0.0","2014-03-25T13:30:50.000Z","false"
"群馬大学眼科アイリーアCRVO説明会","","MTG14-00000048","20140331013030","","20140320","20140320","0","ＣＲＶＯ","","GDYA00200550","6831200","6844000","","40.0","0.0","0","OPH","東日本","東日本","舛谷 哲郎","Masuya Tetsuro","tetsuro.masuya@bayer.com","byl.0797.2803@docomo.ne.jp","+81-90-1891-7136","","YA006S4000","OPH","東日本","東日本","舛谷 哲郎","Masuya Tetsuro","","tetsuro.masuya@bayer.com","+81-90-1891-7136","byl.0797.2803@docomo.ne.jp","0.0","120000.0","0.0","0.0","","0.0","2014-03-31T01:30:30.000Z","false"
"福岡赤十字_外科_スチバーガ_有効性安全性説明会_20140318","","MTG14-00000049","20140331235632","","20140318","20140318","0","スチバーガ","","GDYA00201350","6831200","6844000","","20.0","0.0","0","ONH","西日本","九州第１","町田 歩美","Machida Ayumi","ayumi.machida@bayer.com","byl.0838.8706@docomo.ne.jp","+81-80-8539-9379","","YA00680000","ONH","西日本","九州第１","町田 歩美","Machida Ayumi","","ayumi.machida@bayer.com","+81-80-8539-9379","byl.0838.8706@docomo.ne.jp","0.0","60000.0","0.0","0.0","","0.0","2014-03-31T23:56:32.000Z","false"
"愛知医科大学眼科Webカンファ&説明会","","MTG14-00000050","20140319020716","","20140319","20140319","0","アイリーア","","GDYA00200550","6831200","6844000","","10.0","0.0","0","OPH","関西東海","関西東海","中田 悦夫","Nakata Etsuo","etsuo.nakata@bayer.com","byl.0797.2714@docomo.ne.jp","+81-90-1891-7304","","YA006S3016","OPH","関西東海","関西東海","中田 悦夫","Nakata Etsuo","","etsuo.nakata@bayer.com","+81-90-1891-7304","byl.0797.2714@docomo.ne.jp","0.0","30000.0","0.0","0.0","","0.0","2014-03-19T02:07:16.000Z","false"
"20140314KOG大牟田市立病院小児科","","MTG14-00000052","20140319022132","","20140314","20140314","0","コージネイトＦＳＢＳ","","GDYA00100520","6831200","6844000","","18.0","0.0","0","ONH","西日本","九州第１","深町 修","Fukamachi Osamu","osamu.fukamachi@bayer.com","byl.0630.2472@docomo.ne.jp","+81-90-5095-7495","","YA00680000","ONH","西日本","九州第１","深町 修","Fukamachi Osamu","","osamu.fukamachi@bayer.com","+81-90-5095-7495","byl.0630.2472@docomo.ne.jp","0.0","40000.0","0.0","0.0","","0.0","2014-03-19T02:21:32.000Z","false"
"神戸アドベンチスト病院ミレーナ説明会","","MTG14-00000051","20140311051502","","20140409","20140409","0","WH Common","","GDYA002W9000","6831200","6844000","","15.0","0.0","0","WHD","関西","関西","竹原 麻依子","Takehara Maiko","maiko.takehara@bayer.com","byl.0856.7678@docomo.ne.jp","+81-80-8327-9312","","YA006W4500","WHD","関西","関西","竹原 麻依子","Takehara Maiko","","maiko.takehara@bayer.com","+81-80-8327-9312","byl.0856.7678@docomo.ne.jp","0.0","42000.0","0.0","0.0","","0.0","2014-03-11T05:15:02.000Z","false"
"第56回和歌山産婦人科医会総会・学術集会","和歌山県産婦人科医会","MTG14-00000053","20140703122006","第56回和歌山産婦人","20140601","20140601","0","ミレーナ","G3YA00201700","GDYA00201700","6831200","6844000","","80.0","0.0","0","WHD","関西","関西","和田 章","Wada Akira","akira.wada@bayer.com.fullsand","byl.0629.6928@docomo.ne.jp","81(90)1581-3207","","YA006W4500","WHD","関西","関西","和田 章","Wada Akira","","akira.wada@bayer.com.fullsand","81(90)1581-3207","byl.0629.6928@docomo.ne.jp","250000.0","50000.0","0.0","250000.0","和歌山県民文化会館","1.0","2014-07-03T12:20:06.000Z","false"
"STI製品説明","","MTG14-00000061","20140311032933","","20140508","20140508","0","スチバーガ","","GDYA00201350","6831200","6844000","","10.0","0.0","0","ONH","東日本","神奈川","今井 一行","Imai Kazuyuki","kazuyuki.imai@bayer.com","byl.0619.4475@docomo.ne.jp","81(80)2405-1553","","YA00680000","ONH","東日本","神奈川","今井 一行","Imai Kazuyuki","","kazuyuki.imai@bayer.com","81(80)2405-1553","byl.0619.4475@docomo.ne.jp","0.0","30000.0","0.0","0.0","","0.0","2014-03-11T03:29:33.000Z","false"
"20140314HCC大牟田市立消化器内科説明会","","MTG14-00000054","20140324133131","","20140319","20140319","0","ネクサバール","","GDYA00201200","6831200","6844000","","24.0","0.0","0","ONH","西日本","九州第１","深町 修","Fukamachi Osamu","osamu.fukamachi@bayer.com","byl.0630.2472@docomo.ne.jp","+81-90-5095-7495","","YA00680000","ONH","西日本","九州第１","深町 修","Fukamachi Osamu","","osamu.fukamachi@bayer.com","+81-90-5095-7495","byl.0630.2472@docomo.ne.jp","0.0","55000.0","0.0","0.0","","0.0","2014-03-24T13:31:31.000Z","false"
"レディス・クリニック・ヨコヤマ/ミレーナ説明会","","MTG14-00000055","20140602055414","","20140317","20140317","0","ヤーズ","","GDYA00201600","6831200","6844000","","7.0","0.0","0","WHD","関西","関西","竹原 麻依子","Takehara Maiko","maiko.takehara@bayer.com.fullsand","byl.0856.7678@docomo.ne.jp","+81-80-8327-9312","","YA006W4500","WHD","関西","関西","竹原 麻依子","Takehara Maiko","","maiko.takehara@bayer.com.fullsand","+81-80-8327-9312","byl.0856.7678@docomo.ne.jp","0.0","21000.0","0.0","0.0","","0.0","2014-06-02T05:54:14.000Z","false"
"20140324STI久留米大学医療センターチームスチバーガ対象説明会","","MTG14-00000056","20140324132514","","20140324","20140324","0","スチバーガ","","GDYA00201350","6831200","6844000","","15.0","0.0","0","ONH","西日本","九州第１","深町 修","Fukamachi Osamu","osamu.fukamachi@bayer.com","byl.0630.2472@docomo.ne.jp","+81-90-5095-7495","","YA00680000","ONH","西日本","九州第１","深町 修","Fukamachi Osamu","","osamu.fukamachi@bayer.com","+81-90-5095-7495","byl.0630.2472@docomo.ne.jp","0.0","35000.0","0.0","0.0","","0.0","2014-03-24T13:25:14.000Z","false"
"WDMK_0314_古川_おゆみ野レインボー皮膚科","","MTG14-00000057","20140314065205","","20140314","20140314","0","ヤーズ","","GDYA00201600","6831200","6844000","","7.0","0.0","0","WHD","南関東","南関東","古川 浩子","Furukawa Hiroko","hiroko.furukawa@bayer.com","byl.0774.6250@docomo.ne.jp","+81-80-2465-4575","","YA006W4500","WHD","南関東","南関東","古川 浩子","Furukawa Hiroko","","hiroko.furukawa@bayer.com","+81-80-2465-4575","byl.0774.6250@docomo.ne.jp","0.0","16000.0","0.0","0.0","","0.0","2014-03-14T06:52:05.000Z","false"
"20140411HCC久留米大学消化器内科医局説明会","","MTG14-00000058","20140319022036","","20140411","20140411","0","ネクサバール","","GDYA00201200","6831200","6844000","","45.0","0.0","0","ONH","西日本","九州第１","深町 修","Fukamachi Osamu","osamu.fukamachi@bayer.com","byl.0630.2472@docomo.ne.jp","+81-90-5095-7495","","YA00680000","ONH","西日本","九州第１","深町 修","Fukamachi Osamu","","osamu.fukamachi@bayer.com","+81-90-5095-7495","byl.0630.2472@docomo.ne.jp","0.0","112500.0","0.0","0.0","","0.0","2014-03-19T02:20:36.000Z","false"
"STI説明会","","MTG14-00000059","20140327032840","","20140325","20140325","0","スチバーガ","","GDYA00201350","6831200","6844000","","9.0","0.0","0","ONH","西日本","京滋北陸","田中 宏弥","Tanaka Hiroya","hiroya.tanaka@bayer.com","byl.0802.2450@docomo.ne.jp","+81-90-5123-6163","","YA00680000","ONH","西日本","京滋北陸","田中 宏弥","Tanaka Hiroya","","hiroya.tanaka@bayer.com","+81-90-5123-6163","byl.0802.2450@docomo.ne.jp","0.0","27000.0","0.0","0.0","","0.0","2014-03-27T03:28:40.000Z","false"
"STI説明会","","MTG14-00000060","20140314093316","","20140407","20140407","0","スチバーガ","","GDYA00201350","6831200","6844000","","8.0","0.0","0","ONH","西日本","京滋北陸","田中 宏弥","Tanaka Hiroya","hiroya.tanaka@bayer.com","byl.0802.2450@docomo.ne.jp","+81-90-5123-6163","","YA00680000","ONH","西日本","京滋北陸","田中 宏弥","Tanaka Hiroya","","hiroya.tanaka@bayer.com","+81-90-5123-6163","byl.0802.2450@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2014-03-14T09:33:16.000Z","false"
"東日本社外講師勉強会","東日本社外講師勉強会","MTG14-00000062","20140312082557","東日本社外講師勉強会","20140410","20140410","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6701000","","0.0","3.0","0","ONH","東日本","神奈川","松坂 信幸","Matsuzaka Nobuyuki","nobuyuki.matsuzaka@bayer.com","byl.0614.0049@docomo.ne.jp","81(80)2405-1540","81(3)6266-7930","YA00680000","ONH","東日本","神奈川","松坂 信幸","Matsuzaka Nobuyuki","81(3)6266-7930","nobuyuki.matsuzaka@bayer.com","81(80)2405-1540","byl.0614.0049@docomo.ne.jp","60000.0","40000.0","60000.0","0.0","","1.0","2014-03-12T08:25:57.000Z","false"
"EYL CRVO名古屋講演会","アイリーア　CRVO名古屋講演会","MTG14-00000063","20140401053732","CRVO名古屋講演会","20140612","20140612","0","アイリーア","G3YA00200550","GDYA00200550","6831200","6844000","","30.0","0.0","0","OPH","ＯＰＨ","ＯＰＨ","宮原 玲子","Miyahara Reiko","reiko.miyahara@bayer.com","byl.0801.8097@docomo.ne.jp","+81-80-2506-5528","","YA006S2003","BSP","ＢＳＰ","ＢＳＰ","田中 政勝","Tanaka Masakatsu","81(6)6133-7335","masakatsu.tanaka@bayer.com","81(90)8933-3706","byl.0629.6790@docomo.ne.jp","450000.0","1000000.0","0.0","450000.0","名古屋東急ホテル","1.0","2014-04-01T05:37:32.000Z","false"
"ONH東京2　順天堂練馬病院大久保先生　4/16外来講師 NEX","順天堂練馬病院　大久保先生　外来講師勉強会","MTG14-00000065","20140326075416","大久保先生外来講師","20140416","20140416","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6701000","","0.0","2.0","0","ONH","東日本","東京第２","石坂 隆志","Ishizaka Takashi","takashi.ishizaka@bayer.com","byl.0699.9732@docomo.ne.jp","81(90)5052-3036","81(22)726-1051","YA00680000","ONH","東日本","東京第２","石坂 隆志","Ishizaka Takashi","81(22)726-1051","takashi.ishizaka@bayer.com","81(90)5052-3036","byl.0699.9732@docomo.ne.jp","45000.0","20000.0","45000.0","0.0","ベルサール八重洲","1.0","2014-03-26T07:54:16.000Z","false"
"倉敷世人病センター　薬剤部　ヤーズ説明会2014 03 25","","MTG14-00000064","20140328002752","","20140325","20140325","0","ヤーズ","","GDYA00201600","6831200","6844000","","17.0","0.0","0","WHD","中四国","中四国","村山 健司","Murayama Kenji","kenji.murayama@bayer.com","byl.0629.8998@docomo.ne.jp","81(90)1581-3326","","YA006W4500","WHD","中四国","中四国","村山 健司","Murayama Kenji","","kenji.murayama@bayer.com","81(90)1581-3326","byl.0629.8998@docomo.ne.jp","0.0","51000.0","0.0","0.0","","0.0","2014-03-28T00:27:52.000Z","false"
"慈恵医大アイリーアVIEW試験説明会","","MTG14-00000069","20140311070330","","20140317","20140317","0","アイリーア","","GDYA00200550","6831200","6844000","","34.0","0.0","0","OPH","関東","関東","板井 陽子","Itai Yoko","yoko.itai@bayer.com","byl.0797.2595@docomo.ne.jp","+81-90-1891-7259","","YA006S3011","OPH","関東","関東","板井 陽子","Itai Yoko","","yoko.itai@bayer.com","+81-90-1891-7259","byl.0797.2595@docomo.ne.jp","0.0","102000.0","0.0","0.0","","0.0","2014-03-11T07:03:30.000Z","false"
"0318YAZ製品説明会三楽病院","","MTG14-00000066","20140323083920","","20140318","20140318","0","ヤーズ","","GDYA00201600","6831200","6844000","","8.0","0.0","0","WHD","東京","東京","松谷 恵里子","Matsutani Eriko","eriko.matsutani@bayer.com","byl.0863.2100@docomo.ne.jp","+81-80-8337-9433","","YA006W4500","WHD","東京","東京","松谷 恵里子","Matsutani Eriko","","eriko.matsutani@bayer.com","+81-80-8337-9433","byl.0863.2100@docomo.ne.jp","0.0","18000.0","0.0","0.0","","0.0","2014-03-23T08:39:20.000Z","false"
"聖隷浜松病院アイリーア説明会","","MTG14-00000067","20140311070149","","20140313","20140313","0","アイリーア","","GDYA00200550","6831200","6844000","","5.0","0.0","0","OPH","関東","関東","深川 武司","Fukagawa Takeshi","takeshi.fukagawa@bayer.com","byl.0801.6639@docomo.ne.jp","+81-80-2502-0637","","YA006S3011","OPH","関東","関東","深川 武司","Fukagawa Takeshi","","takeshi.fukagawa@bayer.com","+81-80-2502-0637","byl.0801.6639@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2014-03-11T07:01:49.000Z","false"
"0305YAZ製品説明会駿河台日本大学病院","","MTG14-00000068","20140323083300","","20140305","20140305","0","ヤーズ","","GDYA00201600","6831200","6844000","","10.0","0.0","0","WHD","東京","東京","松谷 恵里子","Matsutani Eriko","eriko.matsutani@bayer.com","byl.0863.2100@docomo.ne.jp","+81-80-8337-9433","","YA006W4500","WHD","東京","東京","松谷 恵里子","Matsutani Eriko","","eriko.matsutani@bayer.com","+81-80-8337-9433","byl.0863.2100@docomo.ne.jp","0.0","23500.0","0.0","0.0","","0.0","2014-03-23T08:33:00.000Z","false"
"野本眼科アイリーア・TAE説明会","","MTG14-00000070","20140314021523","","20140312","20140312","0","アイリーア","","GDYA00200550","6831200","6844000","","25.0","0.0","0","OPH","関西東海","関西東海","岩井 一紘","Iwai Kazuhiro","kazuhiro.iwai@bayer.com","byl.0797.2609@docomo.ne.jp","+81-90-1891-7475","","YA006S3016","OPH","関西東海","関西東海","岩井 一紘","Iwai Kazuhiro","","kazuhiro.iwai@bayer.com","+81-90-1891-7475","byl.0797.2609@docomo.ne.jp","0.0","60625.0","0.0","0.0","","0.0","2014-03-14T02:15:23.000Z","false"
"OPHN Bayer Education Program","網膜疾患の手術戦略","MTG14-00000071","20140312022259","","20140327","20140327","0","アイリーア","G3YA00200550","GDYA00200550","6831200","6701000","","0.0","2.0","0","OPH","東日本","東日本","田中 秀俊","Tanaka Hidetoshi","hidetoshi.tanaka@bayer.com","byl.0629.7339@docomo.ne.jp","+81-90-1581-3089","81(3)6266-7886","YA006S4000","OPH","東日本","東日本","田中 秀俊","Tanaka Hidetoshi","81(3)6266-7886","hidetoshi.tanaka@bayer.com","+81-90-1581-3089","byl.0629.7339@docomo.ne.jp","45000.0","30000.0","45000.0","0.0","いわて県民情報交流センター","1.0","2014-03-12T02:22:59.000Z","false"
"WDMK_0320_若林_永井クリニック_YAZ","WDMK_0320_若林_永井クリニック_YAZ","MTG14-00000072","20140312014507","","20140320","20140320","0","ヤーズ","","GDYA00201600","6831200","6844000","","20.0","0.0","0","WHD","南関東","南関東","若林 さとみ","Wakabayashi Satomi","satomi.wakabayashi@bayer.com","byl.0863.4979@docomo.ne.jp","+81-80-8337-9430","","YA006W4500","WHD","南関東","南関東","若林 さとみ","Wakabayashi Satomi","","satomi.wakabayashi@bayer.com","+81-80-8337-9430","byl.0863.4979@docomo.ne.jp","0.0","50000.0","0.0","0.0","","0.0","2014-03-12T01:45:07.000Z","false"
"タケシタ薬局天神北店_ネクサバール_製品情報説明_20140317","","MTG14-00000073","20140326004850","","20140317","20140317","0","ネクサバール","","GDYA00201200","6831200","6844000","","11.0","0.0","0","ONH","西日本","九州第１","町田 歩美","Machida Ayumi","ayumi.machida@bayer.com","byl.0838.8706@docomo.ne.jp","+81-80-8539-9379","","YA00680000","ONH","西日本","九州第１","町田 歩美","Machida Ayumi","","ayumi.machida@bayer.com","+81-80-8539-9379","byl.0838.8706@docomo.ne.jp","0.0","30000.0","0.0","0.0","","0.0","2014-03-26T00:48:50.000Z","false"
"WDMK_0326_若林_越谷市立病院_MRN","","MTG14-00000074","20140312014350","","20140326","20140326","0","ミレーナ","","GDYA00201700","6831200","6844000","","20.0","0.0","0","WHD","南関東","南関東","若林 さとみ","Wakabayashi Satomi","satomi.wakabayashi@bayer.com","byl.0863.4979@docomo.ne.jp","+81-80-8337-9430","","YA006W4500","WHD","南関東","南関東","若林 さとみ","Wakabayashi Satomi","","satomi.wakabayashi@bayer.com","+81-80-8337-9430","byl.0863.4979@docomo.ne.jp","0.0","50000.0","0.0","0.0","","0.0","2014-03-12T01:43:50.000Z","false"
"WDMK_0410_若林_埼玉協同病院_MRN","WDMK_0410_若林_埼玉協同病院_MRN","MTG14-00000075","20140312014223","","20140410","20140410","0","ミレーナ","","GDYA00201700","6831200","6844000","","0.0","0.0","0","WHD","南関東","南関東","若林 さとみ","Wakabayashi Satomi","satomi.wakabayashi@bayer.com","byl.0863.4979@docomo.ne.jp","+81-80-8337-9430","","YA006W4500","WHD","南関東","南関東","若林 さとみ","Wakabayashi Satomi","","satomi.wakabayashi@bayer.com","+81-80-8337-9430","byl.0863.4979@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2014-03-12T01:42:23.000Z","false"
"20140320伊勢崎市民病院YAZ説明会","","MTG14-00000076","20140401020122","","20140320","20140320","0","ヤーズ","","GDYA00201600","6831200","6844000","","6.0","0.0","0","WHD","北関東","北関東","佐藤 友理","Sato Yuri","yuri.sato@bayer.com","byl.0856.7880@docomo.ne.jp","+81+80-8327-9307","","YA006W4500","WHD","北関東","北関東","佐藤 友理","Sato Yuri","","yuri.sato@bayer.com","+81+80-8327-9307","byl.0856.7880@docomo.ne.jp","0.0","16800.0","0.0","0.0","","0.0","2014-04-01T02:01:22.000Z","false"
"福岡赤十字_薬局_コージネイト_血友病・製品説明_20140403","","MTG14-00000077","20140311230537","","20140403","20140403","0","コージネイトＦＳＢＳ","","GDYA00100520","6831200","6844000","","25.0","0.0","0","ONH","西日本","九州第１","町田 歩美","Machida Ayumi","ayumi.machida@bayer.com","byl.0838.8706@docomo.ne.jp","+81-80-8539-9379","","YA00680000","ONH","西日本","九州第１","町田 歩美","Machida Ayumi","","ayumi.machida@bayer.com","+81-80-8539-9379","byl.0838.8706@docomo.ne.jp","0.0","62500.0","0.0","0.0","","0.0","2014-03-11T23:05:37.000Z","false"
